,Name,AddressLine1,AddressLine2,AddressLine3,City,State,ZipCode,DesignatorCode,CertificateHoldingOffice,CertificateNumber,AccessoryRatingClass1,AccessoryRatingClass2,AccessoryRatingClass3,AccessoryRatingLimited,AirframeRatingClass1,AirframeRatingClass2,AirframeRatingClass3,AirframeRatingClass4,AirframeRatingLimited,InstrumentRatingClass1,InstrumentRatingClass2,InstrumentRatingClass3,InstrumentRatingClass4,InstrumentRatingLimited,PowerplantRatingClass1,PowerplantRatingClass2,PowerplantRatingClass3,PowerplantRatingLimited,PropellerRating1,PropellerRating2,PropellerRatingLimited,RadioRatingClass1,RadioRatingClass2,RadioRatingClass3,RadioRatingLimited,LimitedRatingEquipment,LimitedRatingAircraftFabric,LimitedRatingNonDestructiveTst,LimitedRatingFloats,LimitedRatingSpecializedServic,LimitedRatingRotorBlades,LimitedRatingLandingGear,Status,Original_Issue_Date,EASA_Certificate_Number,EASA_Expiration_Date,Certificated_Mechanics,Repairmen,Non_Certificated,Total_Employees,coords,lat,long
266,HAECO CABIN SOLUTIONS LLC                         ,5568 Gumtree Road                  ,                                   ,                                   ,Winston-Salem         ,NC,27107,2TOR,EA39,2TOR010C,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 14-AUG-2013,  6512        ,  7-OCT-2021,15.0,0.0,19.0,48.0,"(35.9785002, -80.1952527)",35.9785002,-80.1952527
267,CONCORDE JET CENTER LLC                           ,2 PEGASUS STREET                   ,"SUITE 1, UNIT 100                  ",                                   ,BRUNSWICK             ,ME,4011,2TPR,EA65,2TPR844B,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 4-MAY-2011, ,  6-MAY-2017,3.0,0.0,0.0,5.0,"(31.7446047, -110.903803)",31.7446047,-110.903803
268,SOUTHERN UTAH UNIVERSITY                          ,2410 Aviation Way                  ,                                   ,                                   ,Cedar City            ,UT,84721,2UUR,NM07,2UUR942L,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 27-APR-2018, , ,5.0,4.0,0.0,7.0,"(37.7061824, -113.06544742296296)",37.7061824,-113.06544742296296
269,UNILODE AVIATION SOLUTIONS US INC                 ,4840 Express Drive                 ,                                   ,                                   ,Charlotte             ,NC,28208,2UVR,EA68,2UVR395D,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 28-MAR-2018, , ,2.0,1.0,3.0,7.0,"(35.2337494, -80.9336581)",35.2337494,-80.9336581
270,"VELOCITY AVIONICS, LLC.                           ","1000 Technology Drive, Suite C     ",Suite C                            ,                                   ,Columbia              ,CA,95310,2VER,WP17,2VER931C,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 24-MAY-2016, , ,1.0,1.0,2.0,5.0,"(38.0345076, -120.40077635432982)",38.0345076,-120.40077635432982
271,VON'S AIRCRAFT SERVICE                            ,2326 W Clark Street                ,                                   ,                                   ,Rensselaer            ,IN,47978,2VOR,GL03,2VOR146C,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 19-JAN-2017, , ,1.0,0.0,0.0,1.0,"(40.953272658972494, -87.1476664419184)",40.953272658972494,-87.1476664419184
272,VARTAN PRODUCT SUPPORT LLC                        ,11524 Mukilteo Speedway Suite 204  ,                                   ,                                   ,Mukilteo              ,WA,98275,2VPR,NM01,2VPR383D,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 10-OCT-2018, , ,2.0,0.0,0.0,78.0,"(47.915613818766204, -122.29825702168189)",47.915613818766204,-122.29825702168189
273,VIASAT INC                                        ,1725 BRECKINRIDGE PLAZA            ,                                   ,                                   ,DULUTH                ,GA,30096,2VSR,SO11,2VSR110C,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 27-MAY-2014,  6592        ,  10-NOV-2020,1.0,4.0,0.0,60.0,"(33.9491094, -84.0914459)",33.9491094,-84.0914459
274,WELDON PUMP                                       ,640 GOLDEN OAK PARKWAY             ,                                   ,                                   ,OAKWOOD VILLAGE       ,OH,44146,2WPR,GL25,2WPR261B,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 6-OCT-2008,  6706        ,  2-SEP-2020,0.0,4.0,2.0,13.0,"(41.4626636, -81.5337495)",41.4626636,-81.5337495
275,WIN WIN AVIATION INC                              ,2890 Pleasant Street               ,                                   ,                                   ,DeKalb                ,IL,60115,2WWR,GL03,2WWR159D,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 8-MAY-2018, , ,1.0,0.0,0.0,1.0,"(41.9552214, -88.7210557)",41.9552214,-88.7210557
276,Y-TECH SERVICES INC                               ,"Hangar 10, Bldg 706                ",Joint Base McGuire-Dix-Lakehurst   ,                                   ,Lakehurst             ,NJ,8094,2YTR,EA17,2YTR421D,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 16-MAY-2019, , ,9.0,0.0,6.0,15.0,"(35.8069146, -78.6292331)",35.8069146,-78.6292331
277,MARTIN AIRCRAFT SERVICES LLC                      ,240 AIRPORT DRIVE                  ,Hangar D                           ,                                   ,BLAIRSVILLE           ,GA,30512,2ZKR,SO11,2ZKR728C,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 18-NOV-2015, , ,1.0,1.0,0.0,1.0,"(34.8624928, -84.0546889)",34.8624928,-84.0546889
278,SKYKING AVIATION                                  ,8550 N. LILLY RD HANGER 16F        ,                                   ,                                   ,CANTON                ,MI,48187,2ZSR,GL23,2ZSR121C,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 29-MAY-2013, , ,1.0,0.0,0.0,1.0,"(42.3320044, -83.5122750195287)",42.3320044,-83.5122750195287
279,CORR AVIATION INC                                 ,1900 Airport Road Hangar L         ,                                   ,                                   ,Columbus              ,MS,39701,30RR,SW31,30RR515D,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 19-NOV-2018, , ,4.0,0.0,0.0,12.0,"(33.4947849, -88.4460727)",33.4947849,-88.4460727
280,AIRCRAFT COMPONENT RECOVERY LLC                   ,"1150 ECHO COURT, SUITE G           ",                                   ,                                   ,PEACHTREE CITY        ,GA,30269,311R,SO11,311R988B,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N, ACTIVE            , 18-DEC-2012, , ,1.0,2.0,2.0,4.0,"(33.39579625707473, -84.56844697632947)",33.39579625707473,-84.56844697632947
281,AIR REPAIR INC                                    ,920 Airport Service Rd.            ,                                   ,                                   ,Cleveland             ,MS,38732,31RR,SW31,31RR616D,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 2-JUL-2019, , ,1.0,0.0,2.0,3.0,"(33.74836706272555, -90.72701645415708)",33.74836706272555,-90.72701645415708
282,ELEMENT AEROSPACE INC                             ,2525 S Lenapah Ave                 ,                                   ,                                   ,Skiatook              ,OK,74070,34IR,SW15,34IR351D,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 28-MAR-2018,  6821        ,  15-MAY-2022,0.0,2.0,0.0,2.0,"(36.3678455669882, -95.99725196097434)",36.3678455669882,-95.99725196097434
283,EDMONDS AVIATION LLC                              ,2615 South Main Street             ,                                   ,                                   ,Searcy                ,AR,72143,34LR,SW11,34LR157D,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 2-AUG-2018, , ,1.0,2.0,0.0,2.0,"(35.24673979375818, -91.7534499496449)",35.24673979375818,-91.7534499496449
284,EARP AVIATION REPAIRS LLC                         ,385 E Alamo Drive                  ,                                   ,                                   ,Chandler              ,AZ,85225,34VR,WP07,34VR725D,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 19-FEB-2020, , ,2.0,0.0,2.0,8.0,"(33.300305249999994, -111.84207250021592)",33.300305249999994,-111.84207250021592
285,ACCESSORY COMPONENT REPAIR LLC                    ,112-B Gordon Commercial Dr.        ,                                   ,                                   ,LaGrange              ,GA,30240,355R,SO11,355R656D,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 6-NOV-2019, , ,1.0,2.0,4.0,6.0,"(32.9938079, -85.0519655)",32.9938079,-85.0519655
286,3S SUPPORT INC                                    ,4760 W. Dewey Drive Suite 131      ,                                   ,                                   ,Las Vegas             ,NV,89118,35IR,WP19,35IR417D,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 20-NOV-2018, , ,2.0,3.0,0.0,5.0,"(36.0789482, -115.2408105)",36.0789482,-115.2408105
287,COASTAL MECHANICS COMPANY INC                     ,"7660 Woodway Drive, Suite 510      ",                                   ,                                   ,Houston               ,TX,77063,35TR,SW09,35TR512D,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 30-DEC-2019, , ,0.0,1.0,2.0,3.0,"(29.7405088, -95.5081949)",29.7405088,-95.5081949
288,360 AEROSPACE LLC                                 ,2371 West 80th Street              ,Bay 1                              ,                                   ,Hialeah               ,FL,33016,360R,SO19,360R933D,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 29-AUG-2017,  6827        ,  22-AUG-2020,1.0,1.0,1.0,3.0,"(25.897909, -80.3321399)",25.897909,-80.3321399
289,SIERRA NEVADA CORPORATION                         ,3139 DOC BENNETT ROAD              ,                                   ,                                   ,FAYETTEVILLE          ,NC,28306,38SR,EA39,38SR209C,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 5-SEP-2014, , ,0.0,5.0,5.0,13.0,"(34.98681288020804, -78.93766833094857)",34.98681288020804,-78.93766833094857
290,"TAILWIND AVIATION, LLC                            ",200 AIRPORT RD                     ,                                   ,                                   ,BEAUFORT              ,NC,28516,38TR,EA39,38TR208C,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 11-JUL-2014, , ,0.0,1.0,1.0,1.0,"(34.7165951, -76.6522205)",34.7165951,-76.6522205
291,"HAECO AMERICAS LINE SERVICES, LLC                 ",815 RADAR ROAD                     ,                                   ,                                   ,GREENSBORO            ,NC,27410,39HR,EA39,39HR426C,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 5-MAY-2015, ,  24-JUN-2017,20.0,0.0,1.0,23.0,"(36.1047573, -79.88416919300575)",36.1047573,-79.88416919300575
292,MRO FLORIDA INC                                   ,4001 NORTH LIBERTY STREET          ,                                   ,                                   ,WINSTON-SALEM         ,NC,27105,39NR,EA39,39NR184D,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N, ACTIVE            , 13-DEC-2010,  6820        ,  6-JUN-2022,66.0,5.0,31.0,176.0,"(36.1185849, -80.2270017)",36.1185849,-80.2270017
293,AIRRESOURCE GROUP LLC                             ,1370 SOUTH OLD MISSOURI RD         ,                                   ,                                   ,SPRINGDALE            ,AR,72764,3A1R,SW11,3A1R745M,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 14-AUG-2014, , ,2.0,0.0,1.0,3.0,"(36.17753768102754, -94.10840014722649)",36.17753768102754,-94.10840014722649
294,PRIME TURBINES LLC                                ,485 AIRPORT ROAD                   ,                                   ,                                   ,BUTLER                ,PA,16002,3A6R,EA03,3A6R191B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 5-AUG-2008, , ,6.0,0.0,3.0,9.0,"(40.81316051484107, -79.87530809421679)",40.81316051484107,-79.87530809421679
295,AEROTEAMS MANAGED AVIATION SOLUTIONS              ,7345 WEST FRIENDLY AVE.            ,SUITE G                            ,N/A                                ,GREENSBORO            ,NC,27410,3A9R,EA39,3A9R293B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 6-NOV-2008, , ,11.0,5.0,23.0,26.0,"(36.1047573, -79.88416919300575)",36.1047573,-79.88416919300575
296,AEROTEK DESIGN LABS LLC                           ,24119 WEST RIVERWALK COURT         ,SUITE 147                          ,                                   ,PLAINFIELD            ,IL,60544,3ADR,GL03,3ADR648Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 12-JAN-2007,  4499        ,  1-AUG-2020,0.0,3.0,0.0,7.0,"(41.627713172766406, -88.19845761980511)",41.627713172766406,-88.19845761980511
297,AJETON INC                                        ,12101 South Crenshaw Blvd          ,                                   ,                                   ,Hawtorne              ,CA,90025,3AJR,WP23,3AJR398B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 30-NOV-2009,  6327        ,  1-MAR-2015,3.0,0.0,0.0,3.0,"(34.04515795628015, -118.4530556683108)",34.04515795628015,-118.4530556683108
298,AVTRONICS INC                                     ,513C CONDOR                        ,STEVENS FIELD                      ,                                   ,PAGOSA SPRINGS        ,CO,81147,3AXR,NM03,3AXR823B,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N, ACTIVE            , 17-NOV-2011, , ,1.0,0.0,0.0,2.0,"(37.257696505022494, -107.0649491221351)",37.257696505022494,-107.0649491221351
299,AIRWAY AEROSPACE INC                              ,570 MARKSMAN COURT                 ,                                   ,                                   ,FAYETTEVILLE          ,GA,30214,3AZR,SO11,3AZR797B,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 13-APR-2011, , ,3.0,0.0,2.0,5.0,"(33.48275666868815, -84.47563653444246)",33.48275666868815,-84.47563653444246
300,BUN AIR AVIONICS CORPORATION                      ,697 BELDEN ROAD                    ,                                   ,                                   ,BEDFORD               ,PA,15522,3B0R,EA03,3B0R054N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 17-FEB-2015, , ,3.0,0.0,0.0,4.0,"(40.029348, -78.50194)",40.029348,-78.50194
301,"B/E AEROSPACE, INC.                               ",1455 FAIRCHILD ROAD                ,                                   ,                                   ,WINSTON-SALEM         ,NC,27105,3BER,EA39,3BER571B,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 2-AUG-2010,  6834        ,  18-SEP-2020,1.0,5.0,36.0,43.0,"(36.1185849, -80.2270017)",36.1185849,-80.2270017
302,ECLIPSE AEROSPACE INC                             ,43W514 US Route 30                 ,                                   ,                                   ,Sugar Grove           ,IL,60544,3BGR,GL03,3BGR313B,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y, ACTIVE            , 20-FEB-2009, , ,6.0,0.0,1.0,7.0,"(41.627713172766406, -88.19845761980511)",41.627713172766406,-88.19845761980511
303,RMB PRODUCTS INC                                  ,1201 RMB COURT                     ,                                   ,                                   ,FOUNTAIN              ,CO,80817,3BMR,NM03,3BMR184B,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 19-DEC-2008,  6211        ,  1-AUG-2019,0.0,4.0,0.0,6.0,"(38.713963420026616, -104.71076888569516)",38.713963420026616,-104.71076888569516
304,BOSS AVIATION LLC                                 ,1005 S. WOLF ROAD                  ,                                   ,                                   ,WHEELING              ,IL,60090,3BNR,GL03,3BNR646B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 25-JAN-2011, , ,3.0,0.0,0.0,3.0,"(42.13694430462252, -87.93337690352871)",42.13694430462252,-87.93337690352871
305,BOCA AIRCRAFT MAINTENANCE                         ,3300 AIRPORT ROAD                  ,"HANGAR 2, SUITE 121                ",                                   ,BOCA RATON            ,FL,33431,3BOR,SO19,3BOR535B,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 26-APR-2010,  6261        ,  1-APR-2022,45.0,2.0,6.0,68.0,"(26.3741807, -80.0972592)",26.3741807,-80.0972592
306,CLEAR SKY AVIATION LLC                            ,995 Research Park                  ,SUITE 116                          ,                                   ,CHARLOTTESVILLE       ,VA,22911,3C1R,EA21,3C1R322C,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 5-FEB-2015, , ,1.0,1.0,0.0,2.0,"(38.10234488542767, -78.42618599156151)",38.10234488542767,-78.42618599156151
307,COMMERCIAL JET SERVICES LLC                       ,100 JET SERVICES WAY               ,                                   ,                                   ,DOTHAN                ,AL,36303,3CGR,SO09,3CGR243C,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N, ACTIVE            , 27-AUG-2014,  6577        ,  23-OCT-2020,30.0,3.0,20.0,83.0,"(31.252890333468997, -85.41212954436547)",31.252890333468997,-85.41212954436547
308,CENTURION AVIATION SERVICES                       ,3001 CONTROL TOWER RD              ,                                   ,                                   ,FAYETTEVILLE          ,NC,28306,3CNR,EA39,3CNR350B,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 28-OCT-2009, , ,3.0,3.0,1.0,5.0,"(34.98681288020804, -78.93766833094857)",34.98681288020804,-78.93766833094857
309,DASSAULT FALCON JET - WILMINGTON CORPORATION      ,SPIRIT OF ST. LOUIS AIRPORT        ,18176 EDISON AVENUE                ,                                   ,CHESTERFIELD          ,MO,63005,3DFR,CE03,3DFR675B,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 8-NOV-2010,  6387        ,  1-MAR-2022,9.0,0.0,0.0,11.0,"(38.6712959, -90.6164868)",38.6712959,-90.6164868
310,L3 DOSS AVIATION INC                              ,"L3 Doss Aviation, Inc              ","1 William White Blvd, Suite 100    ",                                   ,Pueblo                ,CO,81001,3DOR,NM03,3DOR530B,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 20-AUG-2015, , ,16.0,0.0,0.0,21.0,"(38.27957485994194, -104.58310844929571)",38.27957485994194,-104.58310844929571
311,ARCHEIN AEROSPACE                                 ,2501 N. Waverly Street             ,                                   ,                                   ,Ponca City            ,OK,74601,3E1R,SW15,3E1R553D,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 30-APR-2019, , ,4.0,1.0,3.0,15.0,"(36.711498105108774, -97.08776605849822)",36.711498105108774,-97.08776605849822
312,HOUSEL LLC                                        ,200 AIRPORT ROAD                   ,Blue Knob Valley Airport           ,                                   ,DUNCANSVILLE          ,PA,16635,3EHR,EA03,3EHR977A,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 15-JAN-2014, , ,1.0,0.0,0.0,1.0,"(40.42074051181937, -78.44753687922388)",40.42074051181937,-78.44753687922388
313,EPIC LT KITS LLC                                  ,22550 NELSON RD HANGAR B           ,                                   ,                                   ,BEND                  ,OR,97701,3ELR,NM09,3ELR688C,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 8-JUN-2016, , ,5.0,0.0,0.0,8.0,"(44.0857011, -121.2783345111204)",44.0857011,-121.2783345111204
314,EATON THERMAL PRODUCTS LLC                        ,122 West Beechcraft Drive          ,                                   ,                                   ,Tulsa                 ,OK,74132,3ETR,SW15,3ETR854C,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N, ACTIVE            , 2-MAY-2016,  6741        ,  14-FEB-2021,3.0,7.0,22.0,52.0,"(36.033598, -96.043566)",36.033598,-96.043566
315,FLORIDA MODIFICATION SPECIALISTS LLC              ,9200 NW 112th Street               ,                                   ,                                   ,Kansas City           ,MO,64153,3FMR,CE05,3FMR327B,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 24-MAR-2010,  6282        ,  1-AUG-2020,22.0,3.0,0.0,28.0,"(39.30744865, -94.70584414056754)",39.30744865,-94.70584414056754
316,AEROFIELD SERVICES LLC                            ,19501 E. 23rd Ave                  ,                                   ,                                   ,Aurora                ,CO,80011,3FOR,NM03,3FOR298C,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 8-OCT-2015,  6721        ,  4-OCT-2018,4.0,0.0,0.0,5.0,"(39.7737058, -104.78084745331742)",39.7737058,-104.78084745331742
317,G. H. ENTERPRISES INC                             ,9210 CE Woolman Drive AVE          ,                                   ,                                   ,BATON ROUGE           ,LA,70807,3GGR,SW03,3GGR236C,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 18-APR-2014, , ,2.0,0.0,1.0,8.0,"(30.5359563, -91.1780027)",30.5359563,-91.1780027
